"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Població","Superfície (ha)","Densitat (hab/ha)","Densitat neta (hab/ha)"
2010,9,"Sant Andreu",61,"la Sagrera",28879,"97.2","297","739"
2010,9,"Sant Andreu",62,"el Congrés i els Indians",13956,"40.7","343","691"
2010,9,"Sant Andreu",63,"Navas",21810,"42.3","515","963"
2010,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",38338,"74.2","517","892"
2010,10,"Sant Martí",65,"el Clot",27495,"69.6","395","1174"
2010,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",13468,"111.4","121","690"
2010,10,"Sant Martí",67,"la Vila Olímpica del Poblenou",9240,"94.3","98","382"
2010,10,"Sant Martí",68,"el Poblenou",31377,"154.5","203","737"
2010,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",11262,"123.7","91","489"
2010,10,"Sant Martí",70,"el Besòs i el Maresme",23749,"127.4","186","904"
2010,10,"Sant Martí",71,"Provençals del Poblenou",19580,"110.5","177","1504"
2010,10,"Sant Martí",72,"Sant Martí de Provençals",26164,"74.5","351","1151"
2010,10,"Sant Martí",73,"la Verneda i la Pau",29460,"112.3","262","978"
